shipment_id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,order_amount_local,currency_code,prior_purchases,product_importance,discount_offered,weight_in_gms,reached_on_time_y_n,customer_id,shipment_date
4744,B,Ship,3,1,211,EUR,3,high,7,5178,FALSE,CUST_0155,4/12/2025
4745,C,Ship,4,1,205,GBP,3,low,10,4923,FALSE,CUST_0196,5/12/2025
4746,F,Ship,3,2,144,USD,3,high,1,5307,FALSE,CUST_0237,6/12/2025
4747,D,Ship,3,3,195,CNY,7,medium,4,4614,FALSE,CUST_0078,7/12/2025
4748,F,Ship,5,5,232,EUR,7,medium,6,5139,FALSE,CUST_0415,8/12/2025
4749,A,Ship,5,3,199,CNY,10,medium,1,5865,FALSE,CUST_0458,9/12/2025
4750,B,Ship,5,5,232,NOK,3,low,5,5338,FALSE,CUST_0001,10/12/2025
4751,C,Ship,5,4,272,CNY,2,low,1,5983,TRUE,CUST_0038,11/12/2025
4752,F,Ship,2,4,167,EUR,2,medium,1,4344,FALSE,CUST_0025,12/12/2025
4753,D,Ship,3,4,272,SGD,8,high,10,4070,FALSE,CUST_0012,13/12/2025
4754,F,Ship,6,2,247,EUR,4,low,10,1556,FALSE,CUST_0165,14/12/2025
4755,A,Ship,5,5,275,GBP,4,medium,9,1215,TRUE,CUST_0206,15/12/2025
4756,B,Ship,6,4,291,USD,4,low,8,1131,FALSE,CUST_0247,16/12/2025
4757,C,Ship,6,5,265,CNY,4,low,7,1404,TRUE,CUST_0088,17/12/2025
4758,F,Ship,7,3,250,EUR,5,medium,4,1163,TRUE,CUST_0345,18/12/2025
4759,D,Ship,7,2,291,CNY,4,low,8,1275,FALSE,CUST_0388,19/12/2025
4760,F,Ship,6,5,255,NOK,4,low,9,1197,FALSE,CUST_0021,20/12/2025
4761,A,Ship,6,5,290,CNY,4,medium,2,1867,TRUE,CUST_0008,21/12/2025
4762,B,Ship,5,5,276,EUR,4,low,2,1411,TRUE,CUST_0045,22/12/2025
4763,C,Ship,4,1,149,SGD,3,medium,8,1136,FALSE,CUST_0032,23/12/2025
4764,F,Ship,3,3,201,EUR,6,medium,2,4984,FALSE,CUST_0175,24/12/2025
4765,D,Ship,3,4,191,GBP,2,medium,8,5667,TRUE,CUST_0216,25/12/2025
4766,F,Ship,4,4,140,USD,3,low,4,5924,TRUE,CUST_0057,26/12/2025
4767,A,Ship,5,4,199,CNY,4,medium,2,4902,TRUE,CUST_0098,27/12/2025
4768,B,Ship,4,1,194,EUR,3,medium,9,5804,FALSE,CUST_0275,28/12/2025
4769,C,Road,4,5,273,CNY,2,low,9,5724,FALSE,CUST_0318,29/12/2025
4770,F,Road,4,4,259,NOK,2,medium,8,4672,FALSE,CUST_0041,1/10/2025
4771,D,Road,4,5,180,CNY,3,medium,1,5088,FALSE,CUST_0028,2/10/2025
4772,F,Road,5,4,251,EUR,2,low,3,5347,TRUE,CUST_0015,3/10/2025
4773,A,Road,5,3,269,SGD,3,low,8,4811,FALSE,CUST_0002,4/10/2025
4774,B,Road,6,3,274,EUR,6,medium,1,4632,FALSE,CUST_0185,5/10/2025
4775,C,Road,5,2,250,GBP,2,medium,6,5565,FALSE,CUST_0226,6/10/2025
4776,F,Road,3,3,265,USD,3,medium,3,5241,FALSE,CUST_0067,7/10/2025
4777,D,Road,4,5,169,CNY,10,medium,6,4385,FALSE,CUST_0108,8/10/2025
4778,F,Road,3,3,211,EUR,3,high,4,4354,TRUE,CUST_0705,9/10/2025
4779,A,Road,4,1,245,CNY,2,low,5,5324,TRUE,CUST_0748,10/10/2025
4780,B,Road,4,5,188,NOK,2,low,4,4433,FALSE,CUST_0011,11/10/2025
4781,C,Road,3,5,244,CNY,2,medium,8,5715,TRUE,CUST_0048,12/10/2025
4782,F,Road,3,4,233,EUR,3,medium,10,4626,FALSE,CUST_0035,13/10/2025
4783,D,Road,3,4,144,SGD,3,medium,8,5867,TRUE,CUST_0022,14/10/2025
4784,F,Road,3,1,221,EUR,2,low,7,5320,FALSE,CUST_0195,15/10/2025
4785,A,Road,3,5,267,GBP,2,high,1,4195,TRUE,CUST_0236,16/10/2025
4786,B,Road,3,4,211,USD,3,high,1,5144,FALSE,CUST_0077,17/10/2025
4787,C,Road,4,4,205,CNY,3,low,6,4254,FALSE,CUST_0118,18/10/2025
4788,F,Road,3,2,144,EUR,3,high,9,4428,TRUE,CUST_0635,19/10/2025
4789,D,Road,3,4,195,CNY,7,medium,9,5829,FALSE,CUST_0678,20/10/2025
4790,F,Road,5,3,232,NOK,7,medium,6,5285,TRUE,CUST_0031,21/10/2025
4791,A,Flight,5,1,199,CNY,10,medium,8,4140,FALSE,CUST_0018,22/10/2025
4792,B,Flight,5,5,232,EUR,3,low,3,5718,TRUE,CUST_0005,23/10/2025
4793,C,Flight,5,3,272,SGD,2,low,4,5112,FALSE,CUST_0042,24/10/2025
4794,F,Flight,2,2,167,EUR,2,medium,3,5894,TRUE,CUST_0205,25/10/2025
4795,D,Flight,3,3,272,GBP,8,high,7,5257,TRUE,CUST_0246,26/10/2025
4796,F,Flight,6,4,247,USD,4,low,2,1326,FALSE,CUST_0087,27/10/2025
4797,A,Flight,5,2,275,CNY,4,medium,10,1141,TRUE,CUST_0128,28/10/2025
4798,B,Flight,6,5,291,EUR,4,low,9,1413,FALSE,CUST_0565,29/10/2025
4799,C,Flight,6,1,265,CNY,4,low,7,1644,TRUE,CUST_0608,30/10/2025
4800,F,Flight,7,2,250,NOK,5,medium,9,1327,FALSE,CUST_0001,31/10/2025
4801,D,Flight,7,1,291,CNY,4,low,2,1216,TRUE,CUST_0038,1/11/2025
4802,F,Flight,6,1,255,EUR,4,low,2,1385,FALSE,CUST_0025,2/11/2025
4803,A,Flight,6,2,290,SGD,4,medium,9,1339,FALSE,CUST_0012,3/11/2025
4804,B,Flight,6,3,247,EUR,4,medium,4,1476,TRUE,CUST_0215,4/11/2025
4805,C,Flight,6,2,152,GBP,2,low,9,1993,FALSE,CUST_0056,5/11/2025
4806,F,Flight,7,5,278,USD,4,low,5,1572,TRUE,CUST_0097,6/11/2025
4807,D,Flight,6,1,260,CNY,4,medium,2,1131,FALSE,CUST_0138,7/11/2025
4808,F,Flight,6,3,254,EUR,4,low,6,1335,FALSE,CUST_0495,8/11/2025
4809,A,Flight,2,4,151,CNY,4,low,6,1803,FALSE,CUST_0538,9/11/2025
4810,B,Flight,2,5,198,NOK,2,medium,4,1913,TRUE,CUST_0021,10/11/2025
4811,C,Flight,6,4,243,CNY,4,low,9,1353,TRUE,CUST_0008,11/11/2025
4812,F,Flight,6,5,245,EUR,4,low,8,1403,FALSE,CUST_0045,12/11/2025
4813,D,Ship,6,4,300,SGD,4,low,8,1301,TRUE,CUST_0032,13/11/2025
4814,F,Ship,6,1,303,EUR,4,medium,10,1003,FALSE,CUST_0225,14/11/2025
4815,A,Ship,7,3,286,GBP,4,low,3,1670,FALSE,CUST_0066,15/11/2025
4816,B,Ship,7,2,248,USD,4,medium,1,1163,TRUE,CUST_0107,16/11/2025
4817,C,Ship,6,5,244,CNY,4,low,9,1789,TRUE,CUST_0148,17/11/2025
4818,F,Ship,7,1,290,EUR,4,low,9,1885,FALSE,CUST_0425,18/11/2025
4819,D,Ship,4,3,260,CNY,5,low,10,1832,TRUE,CUST_0468,19/11/2025
4820,F,Ship,6,5,310,NOK,4,medium,1,1105,TRUE,CUST_0041,20/11/2025
4821,A,Ship,6,3,247,CNY,4,low,3,1616,TRUE,CUST_0028,21/11/2025
4822,B,Ship,6,5,281,EUR,4,low,8,1241,TRUE,CUST_0015,22/11/2025
4823,C,Ship,6,3,260,SGD,4,medium,9,1800,FALSE,CUST_0002,23/11/2025
4824,F,Ship,6,1,263,EUR,4,low,6,1153,FALSE,CUST_0235,24/11/2025
4825,D,Ship,5,1,285,GBP,4,medium,10,1428,FALSE,CUST_0076,25/11/2025
4826,F,Ship,3,4,269,USD,3,medium,9,5133,TRUE,CUST_0117,26/11/2025
4827,A,Ship,2,5,205,CNY,6,low,2,5671,FALSE,CUST_0158,27/11/2025
4828,B,Ship,3,2,109,EUR,3,low,4,5746,FALSE,CUST_0355,28/11/2025
4829,C,Ship,5,4,216,CNY,2,low,6,4535,FALSE,CUST_0398,29/11/2025
4830,F,Ship,3,2,184,NOK,3,medium,8,4994,FALSE,CUST_0011,30/11/2025
4831,D,Ship,4,4,106,CNY,2,low,6,5984,FALSE,CUST_0048,1/12/2025
4832,F,Ship,3,1,228,EUR,2,low,5,4456,TRUE,CUST_0035,2/12/2025
4833,A,Ship,4,5,140,SGD,3,medium,8,4956,FALSE,CUST_0022,3/12/2025
4834,B,Ship,4,3,251,EUR,3,medium,5,4206,FALSE,CUST_0245,4/12/2025
4835,C,Ship,3,3,153,GBP,3,medium,5,4578,TRUE,CUST_0086,5/12/2025
4836,F,Ship,4,4,176,USD,2,medium,1,5793,FALSE,CUST_0127,6/12/2025
4837,D,Ship,4,3,206,CNY,2,medium,4,5194,TRUE,CUST_0168,7/12/2025
4838,F,Ship,3,3,189,EUR,2,low,9,4690,FALSE,CUST_0285,8/12/2025
4839,A,Ship,2,2,251,CNY,6,medium,1,4165,TRUE,CUST_0328,9/12/2025
4840,B,Ship,4,3,155,NOK,3,low,1,4360,TRUE,CUST_0031,10/12/2025
4841,C,Ship,6,4,260,CNY,5,medium,2,4687,TRUE,CUST_0018,11/12/2025
4842,F,Ship,5,1,156,EUR,6,medium,4,4821,FALSE,CUST_0005,12/12/2025
4843,D,Ship,4,2,225,SGD,2,medium,7,5241,TRUE,CUST_0042,13/12/2025
4844,F,Ship,6,5,284,EUR,4,medium,8,5346,TRUE,CUST_0055,14/12/2025
4845,A,Ship,5,3,263,GBP,2,low,3,4474,TRUE,CUST_0096,15/12/2025
4846,B,Ship,3,3,238,USD,2,medium,2,5512,FALSE,CUST_0137,16/12/2025
4847,C,Ship,5,4,267,CNY,2,low,7,5292,FALSE,CUST_0178,17/12/2025
4848,F,Ship,3,3,101,EUR,2,medium,9,4860,FALSE,CUST_0715,18/12/2025
4849,D,Ship,3,1,175,CNY,3,medium,1,4872,FALSE,CUST_0258,19/12/2025
4850,F,Ship,4,5,261,NOK,2,low,3,4119,FALSE,CUST_0001,20/12/2025
4851,A,Ship,5,3,150,CNY,3,low,10,4799,TRUE,CUST_0038,21/12/2025
4852,B,Ship,3,5,206,EUR,4,medium,2,5829,TRUE,CUST_0025,22/12/2025
4853,C,Ship,4,4,254,SGD,4,low,10,4827,FALSE,CUST_0012,23/12/2025
4854,F,Ship,4,2,159,EUR,3,low,5,4985,TRUE,CUST_0065,24/12/2025
4855,D,Ship,2,5,284,GBP,3,medium,6,4575,FALSE,CUST_0106,25/12/2025
4856,F,Ship,3,1,170,USD,2,low,9,4112,FALSE,CUST_0147,26/12/2025
4857,A,Ship,4,5,245,CNY,3,low,7,4297,FALSE,CUST_0188,27/12/2025
4858,B,Ship,4,5,152,EUR,3,medium,5,5191,FALSE,CUST_0645,28/12/2025
4859,C,Ship,5,4,193,CNY,4,high,4,5757,TRUE,CUST_0688,29/12/2025
4860,F,Ship,5,3,231,NOK,2,low,8,5743,TRUE,CUST_0021,1/10/2025
4861,D,Ship,4,1,212,CNY,3,low,3,4896,FALSE,CUST_0008,2/10/2025
4862,F,Ship,3,4,185,EUR,2,medium,8,5449,TRUE,CUST_0045,3/10/2025
4863,A,Ship,4,3,223,SGD,3,low,10,5560,TRUE,CUST_0032,4/10/2025
4864,B,Ship,4,1,241,EUR,4,medium,9,5360,FALSE,CUST_0075,5/10/2025
4865,C,Ship,5,4,215,GBP,3,low,5,5552,TRUE,CUST_0116,6/10/2025
4866,F,Ship,4,5,261,USD,2,medium,6,5920,FALSE,CUST_0157,7/10/2025
4867,D,Ship,4,3,158,CNY,5,medium,7,4344,TRUE,CUST_0198,8/10/2025
4868,F,Ship,3,3,166,EUR,2,medium,8,5871,FALSE,CUST_0575,9/10/2025
4869,A,Ship,4,3,280,CNY,6,high,8,4525,FALSE,CUST_0618,10/10/2025
4870,B,Ship,3,2,264,NOK,3,low,8,5831,FALSE,CUST_0041,11/10/2025
4871,C,Ship,3,3,204,CNY,2,medium,6,5612,FALSE,CUST_0028,12/10/2025
4872,F,Ship,4,4,261,EUR,2,medium,9,5306,TRUE,CUST_0015,13/10/2025
4873,D,Ship,6,4,138,SGD,3,medium,4,4225,FALSE,CUST_0002,14/10/2025
4874,F,Ship,4,4,225,EUR,2,medium,10,4829,TRUE,CUST_0085,15/10/2025
4875,A,Ship,4,4,238,GBP,5,low,1,4753,FALSE,CUST_0126,16/10/2025
4876,B,Ship,4,5,234,USD,3,medium,3,5142,TRUE,CUST_0167,17/10/2025
4877,C,Ship,4,2,237,CNY,3,low,7,4785,FALSE,CUST_0208,18/10/2025
4878,F,Ship,3,3,165,EUR,3,medium,4,5924,TRUE,CUST_0505,19/10/2025
4879,D,Ship,2,1,148,CNY,2,low,10,5939,TRUE,CUST_0548,20/10/2025
4880,F,Ship,5,1,148,NOK,4,high,2,5821,TRUE,CUST_0011,21/10/2025
4881,A,Ship,3,3,218,CNY,3,low,4,5086,TRUE,CUST_0048,22/10/2025
4882,B,Ship,4,5,218,EUR,6,low,5,4364,TRUE,CUST_0035,23/10/2025
4883,C,Ship,4,3,181,SGD,4,low,8,5106,FALSE,CUST_0022,24/10/2025
4884,F,Ship,2,1,138,EUR,2,low,8,4932,TRUE,CUST_0095,25/10/2025
4885,D,Ship,3,4,206,GBP,3,high,5,4022,FALSE,CUST_0136,26/10/2025
4886,F,Ship,5,1,172,USD,2,high,7,5165,FALSE,CUST_0177,27/10/2025
4887,A,Ship,4,2,160,CNY,2,high,5,4343,FALSE,CUST_0218,28/10/2025
4888,B,Ship,5,2,225,EUR,4,low,1,4328,TRUE,CUST_0435,29/10/2025
4889,C,Ship,6,5,206,CNY,6,low,2,4014,TRUE,CUST_0478,30/10/2025
4890,F,Ship,5,5,232,NOK,3,low,2,4545,TRUE,CUST_0031,31/10/2025
4891,D,Ship,3,4,232,CNY,3,low,6,4050,FALSE,CUST_0018,1/11/2025
4892,F,Ship,3,4,197,EUR,2,low,3,4865,FALSE,CUST_0005,2/11/2025
4893,A,Ship,5,1,246,SGD,3,low,3,5013,FALSE,CUST_0042,3/11/2025
4894,B,Ship,3,4,241,EUR,3,medium,3,4047,FALSE,CUST_0105,4/11/2025
4895,C,Ship,6,5,211,GBP,4,medium,4,4032,FALSE,CUST_0146,5/11/2025
4896,F,Ship,3,3,162,USD,2,low,9,4903,FALSE,CUST_0187,6/11/2025
4897,D,Ship,3,1,264,CNY,4,low,10,4265,FALSE,CUST_0228,7/11/2025
4898,F,Ship,5,3,211,EUR,3,low,5,5087,FALSE,CUST_0365,8/11/2025
4899,A,Ship,4,5,159,CNY,5,low,7,4063,FALSE,CUST_0408,9/11/2025
4900,B,Ship,5,5,166,NOK,2,high,2,4562,TRUE,CUST_0001,10/11/2025
4901,C,Ship,4,4,163,CNY,6,medium,1,4584,FALSE,CUST_0038,11/11/2025
4902,F,Ship,4,3,164,EUR,2,low,3,5735,FALSE,CUST_0025,12/11/2025
4903,D,Ship,5,1,255,SGD,3,high,6,4044,TRUE,CUST_0012,13/11/2025
4904,F,Ship,4,3,153,EUR,3,medium,6,5748,FALSE,CUST_0115,14/11/2025
4905,A,Ship,3,1,165,GBP,2,low,6,4445,FALSE,CUST_0156,15/11/2025
4906,B,Road,3,2,162,USD,3,medium,6,4505,TRUE,CUST_0197,16/11/2025
4907,C,Road,3,1,223,CNY,3,low,8,5318,FALSE,CUST_0238,17/11/2025
4908,F,Road,3,4,200,EUR,2,medium,6,4751,TRUE,CUST_0295,18/11/2025
4909,D,Road,3,5,194,CNY,3,medium,3,4435,TRUE,CUST_0338,19/11/2025
4910,F,Road,3,1,257,NOK,2,low,6,4897,TRUE,CUST_0021,20/11/2025
4911,A,Road,2,1,188,CNY,2,low,5,5250,FALSE,CUST_0008,21/11/2025
4912,B,Road,3,4,221,EUR,3,medium,1,5391,FALSE,CUST_0045,22/11/2025
4913,C,Road,4,4,193,SGD,2,low,6,4855,TRUE,CUST_0032,23/11/2025
4914,F,Road,3,1,166,EUR,2,low,2,5710,TRUE,CUST_0125,24/11/2025
4915,D,Road,4,4,212,GBP,2,medium,8,4239,FALSE,CUST_0166,25/11/2025
4916,F,Road,3,2,252,USD,3,medium,7,4507,FALSE,CUST_0207,26/11/2025
4917,A,Road,3,1,155,CNY,2,low,7,4221,TRUE,CUST_0248,27/11/2025
4918,B,Road,4,5,244,EUR,4,medium,2,5365,TRUE,CUST_0725,28/11/2025
4919,C,Road,3,3,162,CNY,2,medium,7,5719,TRUE,CUST_0268,29/11/2025
4920,F,Road,2,1,228,NOK,2,medium,10,4854,TRUE,CUST_0041,30/11/2025
4921,D,Road,4,3,208,CNY,3,medium,3,4837,TRUE,CUST_0028,1/12/2025
4922,F,Road,5,3,156,EUR,3,medium,7,4293,FALSE,CUST_0015,2/12/2025
4923,A,Road,3,1,209,SGD,2,high,1,5779,TRUE,CUST_0002,3/12/2025
4924,B,Road,4,5,203,EUR,2,medium,8,4450,TRUE,CUST_0135,4/12/2025
4925,C,Road,4,4,196,GBP,5,high,7,4622,FALSE,CUST_0176,5/12/2025
4926,F,Road,4,4,256,USD,3,low,8,4398,FALSE,CUST_0217,6/12/2025
4927,D,Road,4,5,159,CNY,4,medium,4,4816,FALSE,CUST_0058,7/12/2025
4928,F,Flight,5,5,137,EUR,4,low,4,5888,FALSE,CUST_0655,8/12/2025
4929,A,Flight,2,5,271,CNY,3,low,4,5775,FALSE,CUST_0698,9/12/2025
4930,B,Flight,5,1,264,NOK,2,medium,3,4056,TRUE,CUST_0011,10/12/2025
4931,C,Flight,2,2,264,CNY,3,medium,1,4518,FALSE,CUST_0048,11/12/2025
4932,F,Flight,4,3,205,EUR,2,medium,10,4178,TRUE,CUST_0035,12/12/2025
4933,D,Flight,5,1,266,SGD,3,low,10,5858,FALSE,CUST_0022,13/12/2025
4934,F,Flight,5,4,200,EUR,3,medium,8,5206,TRUE,CUST_0145,14/12/2025
4935,A,Flight,4,4,154,GBP,6,medium,10,4361,TRUE,CUST_0186,15/12/2025
4936,B,Flight,3,2,178,USD,3,low,4,5119,TRUE,CUST_0227,16/12/2025
4937,C,Flight,5,2,198,CNY,3,low,7,5768,TRUE,CUST_0068,17/12/2025
4938,F,Flight,3,4,218,EUR,2,medium,2,5973,FALSE,CUST_0585,18/12/2025
4939,D,Flight,4,4,185,CNY,3,high,6,4238,TRUE,CUST_0628,19/12/2025
4940,F,Flight,3,4,235,NOK,3,low,4,5498,FALSE,CUST_0031,20/12/2025
4941,A,Flight,3,5,251,CNY,3,high,4,4156,TRUE,CUST_0018,21/12/2025
4942,B,Flight,5,2,275,EUR,5,low,9,5168,TRUE,CUST_0005,22/12/2025
4943,C,Flight,5,2,156,SGD,5,low,9,5237,FALSE,CUST_0042,23/12/2025
4944,F,Flight,3,5,135,EUR,3,low,3,4938,FALSE,CUST_0155,24/12/2025
4945,D,Flight,4,1,143,GBP,3,medium,4,4283,FALSE,CUST_0196,25/12/2025
4946,F,Flight,5,1,240,USD,3,high,10,5277,FALSE,CUST_0237,26/12/2025
4947,A,Flight,5,2,131,CNY,5,low,4,4600,TRUE,CUST_0078,27/12/2025
4948,B,Flight,4,5,142,EUR,3,medium,2,5692,FALSE,CUST_0515,28/12/2025
4949,C,Flight,5,4,275,CNY,4,low,7,4597,FALSE,CUST_0558,29/12/2025
4950,F,Ship,5,5,137,NOK,3,low,5,5914,TRUE,CUST_0001,1/10/2025
4951,D,Ship,3,3,165,CNY,4,medium,3,4235,FALSE,CUST_0038,2/10/2025
4952,F,Ship,5,4,250,EUR,2,low,10,4277,FALSE,CUST_0025,3/10/2025
4953,A,Ship,4,2,242,SGD,3,medium,10,4721,FALSE,CUST_0012,4/10/2025
4954,B,Ship,3,3,181,EUR,3,medium,3,5620,TRUE,CUST_0165,5/10/2025
4955,C,Ship,4,4,211,GBP,3,medium,5,4812,FALSE,CUST_0206,6/10/2025
4956,F,Ship,2,2,177,USD,4,low,8,5878,TRUE,CUST_0247,7/10/2025
4957,D,Ship,3,3,135,CNY,3,medium,2,5860,FALSE,CUST_0088,8/10/2025
4958,F,Ship,6,4,151,EUR,3,low,10,5414,TRUE,CUST_0445,9/10/2025
4959,A,Ship,5,4,250,CNY,6,low,1,4343,FALSE,CUST_0488,10/10/2025
4960,B,Ship,5,5,191,NOK,4,medium,10,4933,TRUE,CUST_0021,11/10/2025
4961,C,Ship,2,4,158,CNY,5,medium,2,4303,TRUE,CUST_0008,12/10/2025
4962,F,Ship,3,3,229,EUR,2,medium,1,5670,FALSE,CUST_0045,13/10/2025
4963,D,Ship,4,5,169,SGD,4,low,6,4168,TRUE,CUST_0032,14/10/2025
4964,F,Ship,5,1,164,EUR,3,low,7,4540,TRUE,CUST_0175,15/10/2025
4965,A,Ship,4,1,177,GBP,2,medium,6,5566,FALSE,CUST_0216,16/10/2025
4966,B,Ship,4,4,193,USD,3,medium,8,4715,TRUE,CUST_0057,17/10/2025
4967,C,Ship,4,1,198,CNY,3,medium,1,4090,FALSE,CUST_0098,18/10/2025
4968,F,Ship,3,1,268,EUR,3,low,2,4746,TRUE,CUST_0375,19/10/2025
4969,D,Ship,3,3,269,CNY,3,high,8,5910,FALSE,CUST_0418,20/10/2025
4970,F,Ship,4,3,275,NOK,3,low,3,4824,FALSE,CUST_0041,21/10/2025
4971,A,Ship,5,5,233,CNY,3,high,5,5330,FALSE,CUST_0028,22/10/2025
4972,B,Ship,2,5,259,EUR,3,low,3,4770,TRUE,CUST_0015,23/10/2025
4973,C,Ship,3,5,239,SGD,6,low,8,5791,TRUE,CUST_0002,24/10/2025
4974,F,Ship,3,2,134,EUR,3,medium,3,5232,FALSE,CUST_0185,25/10/2025
4975,D,Ship,5,4,131,GBP,8,low,7,4471,FALSE,CUST_0226,26/10/2025
4976,F,Ship,4,2,194,USD,8,medium,10,5995,FALSE,CUST_0067,27/10/2025
4977,A,Ship,4,5,261,CNY,3,high,2,4954,TRUE,CUST_0108,28/10/2025
4978,B,Ship,4,2,254,EUR,10,high,7,5820,FALSE,CUST_0305,29/10/2025
4979,C,Ship,4,1,161,CNY,6,low,2,5734,FALSE,CUST_0348,30/10/2025
4980,F,Ship,4,5,227,NOK,2,low,7,4414,FALSE,CUST_0011,31/10/2025
4981,D,Ship,3,1,165,CNY,3,high,10,4208,FALSE,CUST_0048,1/11/2025
4982,F,Ship,3,2,156,EUR,7,medium,9,5313,TRUE,CUST_0035,2/11/2025
4983,A,Ship,3,3,262,SGD,7,high,9,5097,FALSE,CUST_0022,3/11/2025
4984,B,Ship,4,3,263,EUR,3,low,4,4150,TRUE,CUST_0195,4/11/2025
4985,C,Ship,4,2,196,GBP,3,low,1,5172,TRUE,CUST_0236,5/11/2025
4986,F,Ship,6,1,152,USD,2,low,3,1340,FALSE,CUST_0077,6/11/2025
4987,D,Ship,7,1,278,CNY,4,low,10,1508,TRUE,CUST_0118,7/11/2025
4988,F,Ship,6,4,260,EUR,4,medium,1,1726,FALSE,CUST_0735,8/11/2025
4989,A,Ship,6,5,254,CNY,4,low,7,1674,FALSE,CUST_0278,9/11/2025
4990,B,Ship,2,4,151,NOK,4,low,2,1150,FALSE,CUST_0031,10/11/2025
4991,C,Ship,2,3,198,CNY,2,medium,6,1996,FALSE,CUST_0018,11/11/2025
4992,F,Ship,6,2,243,EUR,4,low,9,1258,TRUE,CUST_0005,12/11/2025
4993,D,Ship,6,2,245,SGD,4,low,10,1448,FALSE,CUST_0042,13/11/2025
4994,F,Ship,3,5,268,EUR,3,low,6,5603,FALSE,CUST_0205,14/11/2025
4995,A,Ship,3,3,269,GBP,3,high,6,4260,TRUE,CUST_0246,15/11/2025
4996,B,Ship,4,4,275,USD,3,low,10,5674,TRUE,CUST_0087,16/11/2025
4997,C,Ship,5,2,233,CNY,3,high,7,5323,TRUE,CUST_0128,17/11/2025
4998,F,Ship,2,2,259,EUR,3,low,6,4840,TRUE,CUST_0665,18/11/2025
4999,D,Ship,3,3,239,CNY,6,low,7,4501,TRUE,CUST_0708,19/11/2025
5000,F,Ship,3,3,134,NOK,3,medium,8,4950,FALSE,CUST_0001,20/11/2025
5001,A,Ship,5,3,131,CNY,8,low,5,4149,TRUE,CUST_0038,21/11/2025
5002,B,Ship,4,5,194,EUR,8,medium,9,4843,TRUE,CUST_0025,22/11/2025
5003,C,Ship,4,2,261,SGD,3,high,1,4931,FALSE,CUST_0012,23/11/2025
5004,F,Ship,4,5,254,EUR,10,high,7,5524,TRUE,CUST_0215,24/11/2025
5005,D,Ship,4,3,161,GBP,6,low,6,5560,TRUE,CUST_0056,25/11/2025
5006,F,Ship,4,4,227,USD,2,low,7,4916,FALSE,CUST_0097,26/11/2025
5007,A,Ship,3,4,165,CNY,3,high,10,4910,FALSE,CUST_0138,27/11/2025
5008,B,Ship,3,3,156,EUR,7,medium,2,5467,FALSE,CUST_0595,28/11/2025
5009,C,Ship,3,2,262,CNY,7,high,5,5985,TRUE,CUST_0638,29/11/2025
5010,F,Ship,4,3,263,NOK,3,low,3,5253,FALSE,CUST_0021,30/11/2025
5011,D,Ship,4,3,196,CNY,3,low,10,4194,TRUE,CUST_0008,1/12/2025
5012,F,Ship,6,2,152,EUR,2,low,6,1711,FALSE,CUST_0045,2/12/2025
5013,A,Ship,7,3,278,SGD,4,low,8,1909,TRUE,CUST_0032,3/12/2025
5014,B,Ship,6,5,260,EUR,4,medium,10,1799,FALSE,CUST_0225,4/12/2025
5015,C,Ship,6,2,254,GBP,4,low,4,1392,FALSE,CUST_0066,5/12/2025
5016,F,Ship,2,3,151,USD,4,low,3,1353,TRUE,CUST_0107,6/12/2025
5017,D,Ship,2,3,198,CNY,2,medium,6,1730,TRUE,CUST_0148,7/12/2025
5018,F,Ship,5,2,285,EUR,4,medium,7,1666,TRUE,CUST_0525,8/12/2025
5019,A,Ship,7,1,306,CNY,4,medium,5,1467,FALSE,CUST_0568,9/12/2025
5020,B,Ship,6,4,291,NOK,4,low,5,1327,FALSE,CUST_0041,10/12/2025
5021,C,Ship,6,3,292,CNY,4,low,8,1925,FALSE,CUST_0028,11/12/2025
5022,F,Ship,6,2,293,EUR,5,low,3,1969,FALSE,CUST_0015,12/12/2025
5023,D,Ship,6,4,275,SGD,4,low,3,1182,FALSE,CUST_0002,13/12/2025
5024,F,Ship,6,5,274,EUR,4,low,6,1066,FALSE,CUST_0235,14/12/2025
5025,A,Ship,7,2,310,GBP,4,low,7,1294,FALSE,CUST_0076,15/12/2025
5026,B,Ship,6,5,292,USD,4,low,4,1762,TRUE,CUST_0117,16/12/2025
5027,C,Ship,6,3,256,CNY,5,low,1,1980,FALSE,CUST_0158,17/12/2025
5028,F,Ship,7,4,295,EUR,4,low,5,1239,FALSE,CUST_0455,18/12/2025
5029,D,Ship,3,5,149,CNY,2,medium,5,1023,FALSE,CUST_0498,19/12/2025
5030,F,Ship,6,5,294,NOK,4,medium,2,1273,TRUE,CUST_0011,20/12/2025
5031,A,Ship,6,3,281,CNY,4,medium,7,1599,TRUE,CUST_0048,21/12/2025
5032,B,Ship,6,4,294,EUR,4,medium,6,1112,FALSE,CUST_0035,22/12/2025
5033,C,Ship,6,5,249,SGD,4,low,8,1274,FALSE,CUST_0022,23/12/2025
5034,F,Ship,6,5,276,EUR,4,medium,6,1005,TRUE,CUST_0245,24/12/2025
5035,D,Ship,7,5,284,GBP,4,medium,8,1148,TRUE,CUST_0086,25/12/2025
5036,F,Ship,4,5,134,USD,3,low,1,1008,FALSE,CUST_0127,26/12/2025
5037,A,Ship,6,3,271,CNY,4,medium,1,1733,FALSE,CUST_0168,27/12/2025
